ID	ComplexCtxs	ContraFlag	Veridical	Antiveridical	Averidical	Equals	Superclass	Subclass	Disjoint	TargetLabel
2123a	0	0	1	0	0	1	0	1	0	B
2124a	1	0	1	0	0	1	0	0	0	DL
2125a	1	0	1	0	0	1	0	0	0	B
2132a	1	0	1	0	0	1	0	0	0	B
2139a	0	0	1	0	0	1	0	0	0	B
2139b	0	0	1	0	0	1	0	0	0	B
2141a	1	0	1	0	0	1	0	0	0	B
2144a	0	0	1	0	0	1	0	1	1	B
2145a	1	0	1	0	0	0	0	0	1	B
2146a	1	0	1	1	0	0	0	0	1	B
2148a	1	0	1	0	0	0	0	0	1	B
2150a	0	0	1	0	0	1	1	0	0	B
2163a	1	0	1	0	0	1	0	0	0	B
2164a	0	0	1	0	0	1	0	0	0	DL
2164b	0	0	1	0	0	1	0	1	0	DL
2165a	1	0	1	1	0	1	0	0	0	B
2165b	1	0	1	1	0	1	0	0	0	B
2167a	0	0	1	1	0	1	0	0	0	B
2167b	1	0	1	0	0	1	0	0	0	DL
2170a	1	0	1	0	0	1	0	0	0	B
2170b	0	0	1	0	0	1	0	1	0	DL
2171a	0	0	1	0	0	1	0	0	0	B
2171b	0	0	1	0	0	1	0	0	0	B
2172a	1	0	1	1	0	1	0	0	0	B
2172b	0	0	1	1	0	1	0	0	0	B
2175a	1	0	1	1	0	1	0	0	0	B
2175b	1	0	1	1	0	1	0	0	0	B
2176a	0	0	1	0	0	1	0	0	0	DL
2179a	1	0	1	1	0	1	0	0	0	DL
2179b	0	0	1	1	0	1	0	0	0	DL
2180a	1	0	1	0	0	1	0	0	0	B
2181a	0	0	1	0	0	1	0	0	0	DL
2183a	1	0	1	1	0	1	0	1	0	DL
2184a	0	0	1	0	0	1	0	0	0	B
2184b	0	0	1	0	0	1	0	0	0	B
2188a	0	0	1	1	0	1	0	0	0	DL
2192a	1	0	1	0	0	1	0	0	0	N
2195a	1	0	1	1	0	1	0	0	0	B
2195b	1	0	1	0	0	1	0	0	0	B
2196a	0	0	1	0	0	0	0	1	0	B
2198a	0	0	1	0	0	0	0	1	0	B
2199a	1	0	1	0	0	1	0	0	0	B
2202a	0	0	1	0	0	1	0	0	0	B
2202b	0	0	1	0	0	1	0	0	0	DL
2203a	0	0	1	0	0	1	0	1	0	DL
2205a	0	0	1	0	0	1	0	0	0	B
2205b	0	0	1	0	0	1	0	0	0	B
2207a	0	0	1	0	0	1	0	0	0	DL
2208a	1	0	1	0	0	1	0	0	0	B
2210a	1	0	1	0	0	1	0	0	0	B
2212a	0	0	1	0	0	1	0	1	0	B
2212b	0	0	1	0	0	1	1	0	0	N
2213a	1	0	1	0	0	1	0	0	0	B
2215a	0	0	1	0	0	1	0	0	0	B
2215b	0	0	1	0	0	1	0	0	0	B
2217a	0	1	1	0	0	1	0	0	0	DL
2218a	0	0	1	0	0	1	0	0	0	B
2222a	1	0	1	0	0	0	0	1	0	DL
2226a	0	0	1	0	0	1	0	0	0	B
2228a	0	0	1	0	0	1	0	1	0	B
2232a	0	0	1	0	0	1	0	0	0	B
2233a	0	0	1	1	0	1	0	0	0	B
2233b	1	0	1	1	0	1	0	0	0	B
2234a	0	0	1	0	0	1	0	0	0	B
2235a	0	0	1	0	0	1	0	0	0	B
2235b	0	0	1	0	0	1	0	0	0	B
2236a	0	0	1	0	0	1	0	0	1	S
2238a	1	0	1	1	0	1	0	0	0	B
2238b	1	0	1	1	0	1	0	0	0	B
2239a	0	1	1	0	0	1	0	0	0	DL
2240a	1	0	1	0	0	0	0	1	0	B
2242a	1	0	1	0	0	0	0	1	0	B
2243a	1	0	1	0	0	0	0	1	0	N
2247a	0	0	1	1	0	1	0	0	0	B
2247b	1	0	1	1	0	1	0	0	0	B
2250a	0	0	1	0	0	1	0	0	0	B
2250b	0	0	1	0	0	1	0	0	0	DL
2251a	1	0	1	0	0	1	0	0	0	B
2251b	0	0	1	1	0	1	0	0	0	B
2252a	0	0	1	0	0	1	0	0	0	B
2253a	1	0	1	1	0	1	0	0	0	DL
2253b	1	0	1	0	0	1	0	0	0	DL
2259a	0	0	1	0	0	1	1	0	0	B
2260a	1	0	1	0	0	1	0	0	0	B
2261a	1	0	1	0	0	1	0	0	0	B
2263a	0	0	1	0	0	1	0	0	0	B
2266a	0	0	1	0	0	1	0	0	0	B
2272a	0	0	1	0	0	1	0	0	0	DL
2274a	1	0	1	0	0	1	0	0	0	B
2275a	0	0	0	0	0	0	0	0	0	DL
2275b	0	0	0	0	0	0	0	0	0	DL
2277a	1	0	1	0	0	1	0	0	0	B
2281a	1	0	1	0	0	1	0	0	0	DL
2282a	0	0	1	0	0	1	0	0	0	B
2282b	0	0	1	0	0	1	0	0	0	B
2287a	1	0	1	1	0	1	0	0	0	B
2287b	1	0	1	1	0	1	0	0	0	B
2288a	0	0	1	0	0	1	0	0	0	DL
2288b	0	0	1	0	0	1	0	0	0	DL
2289a	0	0	1	1	0	1	0	0	0	B
2289b	0	0	1	1	0	1	0	0	0	B
2291a	0	0	1	0	0	1	0	0	0	B
2291b	0	0	1	0	0	1	0	0	0	B
2297a	0	0	1	0	0	1	0	0	0	DL
2299a	0	0	1	0	0	1	0	0	0	DL
2302a	0	0	1	0	0	1	0	0	0	B
2303a	1	0	1	1	0	1	0	0	0	B
2303b	1	0	1	1	0	1	0	0	0	B
2304a	0	0	1	0	0	1	0	0	0	B
2305a	0	0	1	1	0	1	0	0	0	DL
2307a	1	0	1	0	0	1	0	0	0	B
2308a	0	0	1	0	0	1	0	0	0	B
2309a	0	0	1	0	0	1	0	0	0	B
2309b	0	0	1	0	0	1	0	0	0	B
2310a	0	0	1	1	0	1	0	0	0	B
2310b	1	0	1	0	0	1	0	0	0	B
2311a	1	0	1	0	0	1	0	0	0	DL
2315a	0	0	1	0	0	1	1	0	0	B
2316a	0	0	1	1	0	1	1	0	0	DL
2318a	0	0	1	0	0	1	1	0	0	N
2319a	1	0	1	1	0	1	0	0	0	S
2319b	0	0	1	1	0	1	0	0	0	DL
2322a	0	0	1	0	0	1	0	1	0	B
2327a	1	0	1	0	0	1	0	0	0	DL
2329a	0	0	1	1	0	1	0	0	0	B
2329b	1	0	1	1	0	1	0	0	0	B
2330a	0	0	1	0	0	1	0	1	0	DL
2332a	1	0	1	0	0	1	0	0	0	B
2338a	1	0	1	1	0	1	0	0	0	B
2338b	1	0	1	1	0	1	0	0	0	B
2339a	1	0	1	0	0	1	0	0	0	B
2340a	0	0	1	0	0	1	1	1	0	DL
2341a	0	0	1	1	0	1	1	1	0	S
2344a	0	0	1	1	0	1	1	0	0	B
2344b	1	0	1	1	0	1	1	1	0	DL
2350a	1	0	1	0	0	0	0	1	0	DL
2350b	1	0	1	0	0	0	1	0	0	DL
2351a	1	0	1	0	0	0	0	0	1	B
2352a	1	0	1	0	0	0	0	0	1	B
2358a	1	0	1	0	0	1	0	0	0	B
2358b	1	0	1	0	0	1	0	0	0	DL
2359a	1	0	1	0	0	1	0	0	0	N
2360a	0	0	1	0	0	1	0	0	0	B
2363a	1	0	1	1	0	1	1	1	0	DL
2363b	0	0	1	1	0	1	0	1	0	B
2365a	0	0	1	0	0	1	1	1	0	B
2368a	0	0	1	0	0	1	0	0	0	B
2368b	0	0	1	0	0	1	0	0	0	B
2374a	0	0	1	0	0	1	0	0	0	DL
2375a	1	0	1	1	0	1	0	0	0	B
2375b	0	0	1	1	0	1	0	0	0	B
2377a	0	0	1	0	0	1	1	0	0	N
2377b	0	0	1	0	0	1	0	1	0	DL
2381a	0	0	1	0	0	1	0	1	0	B
2383a	1	0	1	0	0	1	0	0	0	B
2386a	0	0	1	0	0	1	0	1	0	B
2388a	0	0	1	0	0	1	0	0	0	DL
2391a	0	0	1	0	0	1	0	1	0	B
2397a	0	0	1	0	0	1	0	0	0	B
2397b	0	0	1	0	0	1	0	0	0	B
2400a	1	0	1	0	0	0	1	0	0	B
2401a	0	0	1	0	0	1	0	1	0	DL
2407a	0	0	1	0	0	1	0	1	0	DL
2409a	1	0	1	1	0	1	0	0	0	B
2409b	1	0	1	1	0	1	0	0	0	B
2413a	1	0	1	0	0	0	0	0	1	B
2414a	1	0	1	0	0	0	0	0	1	B
2415a	0	0	1	0	0	1	0	0	0	B
2415b	0	0	1	0	0	1	0	0	0	B
2422a	1	0	1	0	0	1	1	0	0	B
2423a	1	0	1	1	0	1	0	1	0	B
2423b	1	0	1	0	0	1	1	0	0	DL
2426a	0	0	1	0	0	1	0	0	0	DL
2429a	1	0	1	0	0	1	0	0	0	B
2429b	1	0	1	1	0	1	0	0	0	B
2431a	1	0	1	1	0	1	0	0	0	S
2436a	0	0	1	0	0	1	1	0	0	B
2440a	0	0	1	0	0	1	0	1	0	B
2440b	0	0	1	0	0	1	1	0	0	DL
2447a	1	0	1	0	0	1	0	0	0	DL
2447b	1	0	1	0	0	1	0	0	0	DL
2450a	0	0	1	0	0	1	0	1	0	B
2450b	0	0	1	0	0	1	1	0	0	N
2455a	1	0	1	0	0	1	0	0	0	N
2456a	0	0	1	0	0	1	1	0	0	B
2457a	1	0	1	0	0	1	0	0	0	B
2458a	1	0	1	0	0	1	0	0	0	N
2459a	0	0	1	0	0	1	0	1	0	B
2465a	0	0	1	0	0	1	1	0	0	DL
2466a	0	0	1	0	0	1	0	1	0	DL
2467a	0	0	1	0	0	1	0	0	0	B
2472a	0	0	1	0	0	1	0	0	0	DL
2472b	0	0	1	0	0	1	0	0	0	DL
2474a	0	0	1	1	0	1	0	0	0	S
2474b	0	0	1	1	0	1	0	0	0	DL
2486a	0	0	1	0	0	1	0	0	0	B
2486b	0	0	1	0	0	1	0	0	0	B
2491a	1	0	1	0	0	1	0	0	0	B
2495a	0	0	1	0	0	1	0	0	0	B
2496a	0	0	1	0	0	1	0	1	0	DL
2497a	1	0	1	0	0	1	0	0	0	DL
2499a	0	0	1	1	0	1	0	0	0	B
2499b	0	0	1	1	0	1	0	0	0	B
2500a	0	0	1	0	0	1	0	0	0	B
2505a	0	0	1	0	0	1	0	0	0	B
2506a	0	0	1	0	0	1	0	0	0	B
2508a	1	0	1	0	0	1	0	0	0	B
2509a	0	0	1	0	0	1	1	0	0	S
2509b	0	0	1	0	0	1	0	1	0	B
2510a	1	0	1	1	0	1	0	0	0	B
2510b	1	0	1	1	0	1	0	0	0	B
2514a	0	0	1	1	0	1	0	0	0	B
2515a	1	0	1	0	0	1	0	0	0	DL
2518a	0	0	1	1	0	1	0	0	0	DL
2518b	0	0	1	1	0	1	0	0	0	DL
2521a	0	0	1	0	0	1	0	0	0	DL
2529a	1	0	1	1	0	1	0	0	0	B
2529b	0	0	1	1	0	1	0	0	0	B
2530a	0	0	1	0	0	1	0	0	0	B
2530b	0	0	1	0	0	1	0	0	0	B
2538a	1	0	1	1	0	1	1	0	0	B
2538b	0	0	1	1	0	1	0	0	0	B
2539a	0	0	1	0	0	1	0	0	0	B
2540a	1	0	1	1	0	1	0	0	0	B
2540b	1	0	1	1	0	1	0	0	0	B
2543a	0	0	1	0	0	1	1	0	0	B
2545a	0	0	1	0	0	1	0	0	0	DL
2549a	1	0	1	0	0	1	0	0	0	B
2549b	1	0	1	1	0	1	0	0	0	B
2551a	1	0	1	0	0	1	0	0	0	B
2551b	1	0	1	1	0	1	0	0	0	B
2553a	1	0	1	1	0	1	0	0	0	B
2554a	0	0	1	0	0	1	0	0	0	B
2555a	0	0	1	0	0	1	0	0	0	B
2555b	0	0	1	0	0	1	0	0	0	B
2561a	0	0	1	0	0	1	0	1	0	B
2569a	1	0	1	0	0	0	0	0	1	B
2572a	0	0	1	0	0	1	0	0	1	DL
2574a	0	0	1	1	0	1	0	0	0	B
2574b	0	0	1	1	0	1	0	0	0	B
2577a	0	0	1	0	0	1	0	0	0	B
2578a	1	0	1	1	0	1	0	0	0	B
2578b	1	0	1	1	0	1	0	0	0	B
2579a	0	0	1	0	0	1	0	0	0	B
2582a	0	0	1	0	0	1	0	0	0	B
2583a	1	0	1	0	0	1	0	0	0	B
2588a	0	0	1	0	0	1	0	0	0	B
2589a	1	0	1	0	0	1	0	0	0	B
2589b	1	0	1	0	0	1	0	0	0	DL
2590a	0	0	1	0	0	1	0	0	0	B
2591a	0	0	1	0	0	1	0	1	0	B
2591b	0	0	1	0	0	1	1	0	0	DL
2592a	0	0	1	0	0	1	0	0	0	DL
2593a	0	0	1	1	0	1	0	0	0	DL
2593b	0	0	1	1	0	1	0	0	0	DL
2594a	1	0	1	0	0	1	0	0	0	DL
2596a	0	0	1	1	0	1	0	0	0	B
2597a	1	0	1	0	0	1	0	0	0	DL
2599a	0	0	1	0	0	1	1	0	0	B
2601a	0	0	1	0	0	1	0	0	0	B
2615a	0	0	1	0	0	1	0	1	0	B
2619a	0	0	1	0	0	1	0	1	0	B
2623a	0	0	1	0	0	1	0	0	0	B
2625a	0	0	1	0	0	1	0	0	0	B
2625b	0	0	1	0	0	1	0	0	0	B
2626a	1	0	1	0	0	1	0	0	0	B
2626b	0	0	1	1	0	1	0	0	0	B
2627a	0	0	1	0	0	1	0	0	0	DL
2627b	1	0	1	0	0	1	0	0	0	B
2628a	1	0	1	1	0	1	0	0	0	B
2628b	0	0	1	1	0	1	0	0	0	B
2630a	0	0	1	0	0	1	0	0	0	B
2632a	0	0	1	0	0	1	0	0	0	B
2632b	0	0	1	0	0	1	0	0	0	DL
2634a	1	0	1	0	0	1	0	0	0	B
2636a	1	0	1	0	0	1	0	0	0	B
2637a	1	1	1	0	0	1	0	0	0	DL
2638a	0	0	1	0	0	1	0	0	0	B
2640a	1	1	1	0	0	1	0	0	0	DL
2643a	0	0	1	0	0	1	0	0	0	B
2650a	0	0	1	0	0	0	0	1	1	B
2651a	1	0	1	1	0	0	0	0	1	B
2654a	1	0	1	1	0	1	0	0	0	B
2654b	1	0	1	1	0	1	0	0	0	B
2655a	0	0	1	0	0	1	0	0	0	B
2656a	1	0	1	1	0	1	0	0	0	B
2656b	1	0	1	1	0	1	0	0	0	B
2657a	1	0	1	0	0	1	0	0	0	N
2660a	0	0	1	0	0	1	0	1	0	B
2664a	0	0	1	0	0	1	0	0	0	B
2664b	0	0	1	0	0	1	0	0	0	B
2666a	0	0	1	1	0	1	0	0	0	DL
2670a	0	0	1	0	0	1	0	1	0	DL
2672a	0	0	1	0	0	1	0	1	0	DL
2673a	0	0	1	0	0	1	0	0	0	B
2673b	0	0	1	0	0	1	0	0	0	B
2675a	0	0	1	0	0	1	0	0	0	B
2680a	0	0	1	0	0	1	0	0	0	DL
2682a	0	0	1	0	0	1	0	0	0	DL
2684a	0	0	1	0	0	1	0	0	0	B
2684b	0	0	1	0	0	1	0	0	0	B
2688a	0	0	1	0	0	1	1	0	0	B
2689a	0	0	1	1	0	1	1	0	0	N
2691a	1	0	1	1	0	1	1	0	0	DL
2692a	0	0	1	0	0	1	0	1	0	DL
2696a	1	0	1	0	0	1	0	0	0	B
2696b	1	0	1	1	0	1	0	0	0	B
2701a	1	0	1	0	0	1	0	0	0	B
2702a	0	0	1	0	0	1	0	0	0	B
2702b	0	0	1	0	0	1	0	0	0	B
2703a	1	0	1	1	0	1	0	0	0	B
2703b	1	0	1	0	0	1	0	0	0	B
2705a	1	0	1	0	0	1	0	0	0	B
2707a	1	0	1	0	0	1	0	0	0	B
2708a	0	0	1	0	0	1	0	0	0	DL
2709a	1	0	1	0	0	1	0	0	0	B
2709b	1	0	1	0	0	1	0	0	0	B
2710a	0	0	1	0	0	1	0	0	0	DL
2711a	0	0	1	0	0	1	0	0	0	B
2711b	0	0	1	0	0	1	0	0	0	B
2713a	0	0	1	0	0	1	0	0	0	B
2714a	1	0	1	1	0	1	0	0	0	B
2714b	1	0	1	1	0	1	0	0	0	B
2715a	0	0	1	0	0	1	0	0	0	DL
2716a	0	0	1	0	0	1	0	0	0	B
2718a	0	0	1	0	0	1	0	0	0	B
2724a	0	0	1	0	0	1	0	0	0	B
2728a	0	0	1	0	0	0	0	1	0	B
2730a	0	0	1	0	0	1	0	1	0	B
2730b	0	0	1	0	0	1	1	0	0	N
2731a	0	0	1	1	0	1	0	1	0	DL
2734a	1	0	1	0	0	1	0	0	0	DL
2735a	0	0	1	0	0	1	0	0	0	B
2735b	0	0	1	0	0	1	0	0	0	B
2739a	0	0	1	0	0	1	0	0	1	B
2741a	0	0	1	0	0	1	0	0	1	B
2744a	0	0	1	0	0	1	0	0	0	B
2744b	0	0	1	0	0	1	0	0	0	DL
2748a	0	0	1	0	0	1	0	1	0	B
2751a	0	0	1	0	0	1	0	0	0	B
2751b	0	0	1	0	0	1	0	0	0	B
2752a	1	0	1	0	0	1	0	1	0	DL
2754a	1	0	1	1	0	1	0	0	0	B
2754b	1	0	1	0	0	1	0	0	0	B
2755a	1	0	1	0	0	1	0	0	0	B
2756a	1	0	1	1	0	1	0	0	0	DL
2756b	1	0	1	0	0	1	0	0	0	DL
2757a	1	0	1	0	0	1	0	0	0	B
2757b	1	0	1	0	0	1	0	0	0	N
2758a	1	0	1	0	0	1	0	1	0	DL
2758b	0	0	1	0	0	1	1	0	0	DL
2761a	0	0	1	1	0	1	0	0	0	B
2761b	0	0	1	1	0	1	0	0	0	B
2764a	0	0	1	0	0	1	1	0	0	B
2765a	0	0	1	0	0	1	0	0	0	B
2770a	0	0	1	1	0	1	0	0	0	B
2770b	1	0	1	1	0	1	0	0	0	B
2774a	0	0	1	0	0	1	0	0	0	DL
2775a	1	0	1	0	0	1	0	0	0	B
2776a	0	0	1	0	0	1	1	0	0	DL
2777a	1	0	1	0	0	1	0	0	0	S
2777b	1	0	1	1	0	1	0	0	0	N
2778a	0	0	1	0	0	1	0	0	0	B
2779a	0	0	1	0	0	1	0	0	0	DL
2783a	1	0	1	1	0	1	0	0	0	B
2783b	1	0	1	1	0	1	0	0	0	B
2784a	0	0	1	0	0	1	0	0	0	B
2787a	1	0	1	0	0	1	0	0	0	B
2788a	0	0	1	0	0	1	0	0	0	B
2789a	0	0	1	0	0	1	0	1	0	B
2792a	0	0	1	1	0	1	0	0	0	B
2792b	1	0	1	1	0	1	0	0	0	B
2797a	0	0	1	0	0	1	0	0	0	B
2799a	1	0	1	0	0	1	0	0	0	B
2800a	0	0	1	0	0	1	0	0	0	B
2800b	0	0	1	0	0	1	0	0	0	B
2802a	0	0	1	0	0	1	0	0	1	B
2803a	0	0	1	1	0	1	0	0	1	B
2807a	0	0	1	0	0	1	0	0	0	B
2807b	0	0	1	0	0	1	0	0	0	B
2809a	0	0	1	0	0	1	0	0	0	DL
2809b	0	0	1	0	0	1	0	0	0	DL
2811a	0	0	1	0	0	1	0	0	0	DL
2813a	0	0	1	0	0	1	0	0	0	DL
2815a	0	0	1	0	0	1	0	0	0	DL
2817a	1	0	1	1	0	1	0	0	0	B
2817b	0	0	1	1	0	1	0	0	0	B
2818a	0	0	1	0	0	1	0	0	0	DL
2821a	0	0	1	0	0	1	0	1	0	B
2827a	0	0	1	0	0	1	0	0	0	B
2827b	0	0	1	0	0	1	0	0	0	B
2828a	1	0	1	1	0	1	0	0	0	B
2828b	1	0	1	1	0	1	0	0	0	B
2837a	0	0	1	1	0	1	0	0	0	B
2837b	1	0	1	1	0	1	0	0	0	B
2838a	0	0	1	0	0	1	0	0	0	B
2838b	0	0	1	0	0	1	0	0	0	B
2839a	0	0	1	0	0	1	1	0	0	B
2844a	0	0	1	0	0	1	0	0	0	B
2845a	0	0	1	0	0	1	0	0	0	B
2845b	0	0	1	0	0	1	0	0	0	B
2851a	1	0	1	0	0	1	0	0	0	DL
2853a	1	0	1	0	0	1	0	0	0	DL
2854a	0	0	1	0	0	1	0	0	0	B
2854b	0	0	1	0	0	1	0	0	0	B
2856a	0	0	1	0	1	1	0	0	0	B
2857a	1	0	1	0	0	1	0	0	0	B
2860a	1	0	1	0	1	1	0	0	0	B
2861a	1	0	1	0	1	1	0	0	0	B
2862a	1	0	1	0	0	1	0	0	0	B
2862b	1	0	1	0	1	1	0	0	0	N
2863a	0	0	1	0	0	1	0	0	0	S
2864a	0	0	1	1	0	1	0	0	0	DL
2864b	0	0	1	1	0	1	0	0	0	N
2865a	0	0	1	0	0	1	0	0	0	B
2865b	0	0	1	0	0	1	0	0	0	B
2867a	0	0	1	0	0	1	0	1	0	N
2868a	0	0	1	0	0	1	0	0	0	DL
2870a	0	0	1	1	0	1	0	0	0	B
2874a	0	0	1	0	0	1	0	0	0	B
2874b	0	0	1	0	0	1	0	0	0	B
2875a	1	0	1	1	0	1	0	0	0	B
2875b	1	0	1	1	0	1	0	0	0	B
2879a	1	0	1	0	0	1	0	0	0	B
2879b	1	0	1	1	0	1	0	0	0	B
2881a	0	0	1	0	0	1	0	0	0	B
2883a	0	0	1	0	0	1	0	0	0	B
2883b	0	0	1	0	0	1	0	0	0	B
2890a	0	0	1	0	0	1	0	0	0	B
2890b	0	0	1	0	0	1	0	0	0	B
2891a	0	0	1	0	0	1	1	0	0	DL
2891b	0	0	1	0	0	1	0	1	0	DL
2894a	0	0	1	0	0	1	0	1	0	B
2896a	0	0	1	0	0	1	0	1	0	B
2899a	0	0	1	0	0	1	0	1	0	B
2900a	1	0	1	0	0	0	0	1	0	B
2903a	0	0	1	0	0	1	1	0	0	DL
2903b	0	0	1	0	0	1	0	1	0	B
2905a	0	0	1	0	0	1	1	1	0	DL
2907a	0	0	1	0	0	1	1	0	0	DL
2907b	0	0	1	0	0	1	0	1	0	B
2908a	0	0	1	0	0	1	0	0	0	B
2908b	0	0	1	0	0	1	0	0	0	B
2909a	1	0	1	1	0	1	0	0	0	B
2909b	0	0	1	1	0	1	0	0	0	B
2910a	0	0	1	0	0	1	0	1	0	B
2913a	1	0	1	1	0	0	0	1	0	DL
2915a	0	0	1	1	0	0	0	1	0	N
2916a	0	0	1	0	0	1	1	1	0	B
2917a	0	0	1	0	0	1	0	0	0	B
2917b	0	0	1	0	0	1	0	0	0	B
2918a	0	0	1	0	0	1	0	0	0	DL
2919a	0	0	1	0	0	1	0	0	0	B
2920a	0	0	1	1	0	1	0	0	0	B
2920b	1	0	1	1	0	1	0	0	0	B
2924a	0	0	1	0	0	0	0	1	0	B
2926a	0	0	1	0	0	1	0	0	0	B
2926b	0	0	1	0	0	1	0	0	0	B
2930a	1	0	1	0	0	1	0	0	0	B
2933a	1	0	1	1	0	1	0	0	0	B
2935a	0	0	1	0	0	1	0	0	0	B
2935b	0	0	1	0	0	1	0	0	0	B
2937a	0	0	1	0	0	1	0	0	0	DL
2937b	0	0	1	0	0	1	0	0	0	B
2938a	0	0	1	1	0	1	1	0	0	DL
2938b	0	0	1	1	0	1	1	1	0	DL
2939a	0	0	1	0	0	1	0	0	0	DL
2941a	1	0	1	1	0	1	1	0	0	DL
2941b	0	0	1	1	0	1	1	1	0	S
2943a	0	0	1	0	0	1	0	1	0	B
2945a	0	0	1	0	0	1	0	1	0	B
2951a	0	0	1	1	0	1	0	0	0	B
2952a	1	0	1	0	0	1	0	0	0	DL
2955a	0	0	1	0	0	1	0	0	0	B
2955b	0	0	1	0	0	1	0	0	0	B
2957a	0	0	1	0	0	1	0	0	0	B
2958a	1	0	1	1	0	1	0	0	0	B
2958b	1	0	1	1	0	1	0	0	0	B
2959a	0	0	1	0	0	1	0	0	0	B
2960a	0	0	1	1	0	1	0	0	0	B
2960b	0	0	1	1	0	1	0	0	0	DL
2961a	0	0	1	0	0	1	0	0	0	B
2971a	0	0	1	0	0	1	0	1	0	B
2971b	0	0	1	0	0	1	1	0	0	DL
2976a	1	0	1	0	0	1	0	0	0	B
2977a	1	0	1	0	0	1	0	0	0	B
2980a	0	0	1	0	0	1	0	1	0	B
2981a	1	0	1	1	0	1	0	0	0	B
2983a	1	0	1	0	0	1	0	0	0	B
2984a	1	0	1	0	0	1	0	0	0	B
2988a	0	0	1	0	0	1	1	0	0	DL
2989a	0	0	1	0	0	1	1	0	1	B
2992a	1	0	1	0	0	0	1	0	0	B
2994a	0	0	1	0	0	1	0	1	0	B
2997a	0	0	1	0	0	1	0	0	0	B
2997b	0	0	1	0	0	1	0	0	0	B
2998a	1	0	1	0	0	1	0	0	0	B
2998b	1	0	1	1	0	1	0	0	0	B
3005a	1	0	1	1	0	1	0	0	0	B
3005b	0	0	1	1	0	1	0	0	0	B
3007a	0	0	1	1	0	1	0	0	0	B
3007b	0	0	1	1	0	1	0	0	0	B
3010a	1	0	1	0	0	1	0	0	0	B
3014a	1	0	1	0	0	1	0	0	0	B
3015a	0	0	1	0	0	1	0	0	0	DL
3015b	0	0	1	0	0	1	0	0	0	DL
3016a	1	0	1	0	0	1	0	0	0	B
3018a	0	0	1	0	0	1	0	1	0	DL
3018b	0	0	1	0	0	1	1	0	0	N
3019a	0	0	1	0	0	1	0	0	0	B
3022a	1	0	1	0	0	1	0	0	0	B
3024a	0	0	1	1	0	1	0	0	0	DL
3038a	0	0	1	1	0	1	1	0	0	B
3039a	0	0	1	0	0	1	0	1	0	B
3042a	0	0	1	0	0	1	0	0	0	B
3043a	1	0	1	0	0	1	0	0	0	B
3043b	1	0	1	0	0	1	0	0	0	N
3046a	0	0	1	0	0	1	0	0	0	B
3047a	0	0	1	0	0	1	0	0	0	S
3049a	1	0	1	0	0	1	0	0	0	B
3050a	0	0	1	0	0	1	0	0	0	DL
3054a	0	0	1	0	0	1	0	1	0	N
3054b	0	0	1	0	0	1	1	0	0	N
3059a	0	0	1	0	0	1	1	0	0	B
3059b	0	0	1	0	0	1	0	1	0	B
3065a	0	0	1	0	0	1	0	1	0	B
3068a	0	0	1	0	0	1	0	0	0	B
3071a	0	0	1	0	0	1	0	0	0	B
3071b	0	0	1	0	0	1	0	0	0	B
3072a	1	0	1	1	0	1	1	0	0	B
3072b	0	0	1	1	0	1	0	0	0	B
3073a	0	0	1	0	0	1	0	0	0	B
3073b	0	0	1	0	0	1	0	0	0	B
3079a	0	0	1	0	0	1	0	0	0	N
3079b	0	0	1	0	0	1	0	0	0	B
3081a	1	0	1	0	0	1	0	0	0	B
3085a	0	0	1	1	0	1	0	0	0	B
3091a	0	0	1	1	0	1	0	0	0	DL
3092a	0	0	1	1	0	1	0	0	0	DL
3092b	0	0	1	1	0	1	0	0	0	DL
3094a	1	0	1	1	0	1	0	0	1	DL
3097a	0	0	1	0	0	1	0	0	1	DL
3102a	1	0	1	0	0	1	0	0	0	B
3110a	0	0	1	1	0	1	0	0	0	B
3110b	1	0	1	1	0	1	0	0	0	B
3111a	0	0	1	0	0	1	0	1	0	B
3114a	0	0	1	0	0	1	1	0	0	N
3114b	0	0	1	0	0	1	0	1	0	N
3121a	0	0	0	0	0	0	0	0	0	DL
3121b	0	0	1	1	0	1	0	0	0	B
3126a	0	0	1	0	0	1	0	1	0	B
3129a	0	0	1	0	0	1	0	0	0	DL
3129b	1	0	1	0	0	1	0	0	0	B
3130a	0	0	1	0	0	1	0	0	0	B
3132a	1	0	1	0	0	1	0	0	0	B
3134a	1	0	1	0	0	1	0	0	0	B
3150a	0	0	1	0	0	1	1	0	0	B
3153a	1	0	1	0	0	1	0	0	0	B
3156a	0	0	1	0	0	1	0	0	0	B
3156b	0	0	1	0	0	1	0	0	0	B
3157a	1	0	1	1	0	1	0	0	0	B
3157b	0	0	1	1	0	1	0	0	0	B
3158a	0	0	1	0	0	1	0	0	0	B
3158b	0	0	1	0	0	1	0	0	0	B
3161a	0	0	1	0	0	1	0	0	0	DL
3162a	0	0	1	1	0	1	0	0	0	B
3164a	0	0	1	0	0	1	0	0	0	B
3165a	1	0	1	1	0	1	0	0	0	DL
3165b	0	0	1	1	0	1	0	0	0	B
3166a	0	0	1	0	0	1	0	0	0	B
3170a	1	0	1	0	0	1	0	0	0	B
3170b	1	0	1	1	0	1	0	0	0	B
3182a	1	0	1	0	0	1	0	0	0	DL
3187a	0	0	1	0	0	1	0	1	0	B
3188a	1	0	1	0	0	1	0	0	0	B
