pair_ID	GoldLabel	complexCtxs	contraCost	VER	ANTIVER	AVER	EQUALS	SUPER	SUB	DIS	GKR4NLILabel
1948a	N	0	0	1	0	0	1	0	0	0	N
1949a	N	0	0	0	0	0	0	0	0	0	N
1954a	C	1	0	1	1	0	1	0	0	0	C
1954b	C	1	0	1	1	0	1	0	0	0	C
1955a	N	0	0	1	0	0	1	1	0	0	N
1961a	N	0	0	0	0	0	0	0	0	0	N
1963a	N	0	0	1	0	0	0	0	1	0	N
1967a	E	0	0	1	0	0	1	0	0	0	E
1969a	N	0	0	1	0	0	1	0	1	0	E
1970a	E	0	0	1	0	0	1	0	0	0	N
1972a	E	0	0	1	0	0	1	0	1	0	N
1974a	C	0	0	1	1	0	1	0	0	0	N
1974b	C	0	0	1	1	0	1	0	0	0	N
1975a	N	1	0	1	0	0	1	0	0	0	N
1978a	C	0	0	1	1	0	1	0	0	0	C
1978b	C	1	0	1	1	0	1	0	0	0	C
1981a	C	0	0	1	0	0	1	0	0	0	E
1981b	C	0	0	1	0	0	1	0	0	0	E
1984a	N	0	0	0	0	0	0	0	0	0	N
1987a	N	0	0	0	0	0	0	0	0	0	N
1988a	E	0	0	1	0	0	1	1	0	0	N
1988b	E	0	0	1	0	0	1	0	1	0	E
1989a	C	1	0	1	1	0	1	0	0	0	C
1989b	C	1	0	1	1	0	1	0	0	0	C
1991a	E	0	0	1	0	0	1	0	0	0	N
1991b	E	0	0	1	0	0	1	0	0	0	N
1992a	C	1	0	1	1	0	1	0	0	0	C
1992b	C	1	0	1	1	0	1	0	0	0	C
1993a	N	1	0	1	0	0	1	0	0	0	N
1994a	N	0	0	1	0	0	1	0	0	0	N
1996a	N	1	0	1	0	0	1	0	0	0	N
2000a	N	0	0	1	0	0	1	0	0	0	N
2004a	E	0	0	1	0	0	1	0	1	0	E
2004b	E	0	0	1	0	0	1	1	0	0	N
2005a	N	1	0	1	0	0	1	0	0	0	N
2006a	N	1	0	1	0	0	1	0	0	0	N
2007a	N	0	0	1	0	0	1	0	1	0	N
2008a	N	1	0	1	0	0	1	0	0	0	N
2009a	N	1	0	1	0	0	1	0	0	0	N
2011a	N	0	0	1	0	0	1	0	0	0	N
2012a	N	0	0	1	0	0	1	0	0	0	N
2014a	E	0	0	1	0	0	1	1	0	0	N
2015a	C	1	0	1	1	0	1	0	0	0	C
2015b	C	1	0	1	1	0	1	0	0	0	C
2016a	N	1	0	1	0	1	1	0	0	0	N
2016b	C	1	0	1	0	0	1	0	0	0	E
2018a	N	1	0	1	0	0	1	0	0	0	E
2018b	C	1	0	1	0	0	1	0	0	0	E
2020a	N	1	0	1	0	0	1	0	1	0	N
2023a	N	1	0	1	0	0	0	0	1	0	N
2024a	N	1	0	1	0	0	1	0	0	0	N
2025a	N	0	0	1	0	1	1	0	0	0	N
2027a	N	0	0	1	0	0	1	0	0	0	N
2029a	N	1	0	1	0	0	1	0	0	0	N
2030a	E	0	0	1	0	0	1	0	1	0	E
2035a	N	1	0	1	1	0	0	1	0	0	N
2037a	N	1	0	1	0	0	0	1	0	0	N
2038a	N	1	0	1	0	0	0	1	0	0	N
2040a	E	0	0	1	0	0	1	0	0	0	E
2041a	C	1	0	1	1	0	1	0	0	0	C
2041b	C	1	0	1	1	0	1	0	0	0	C
2045a	N	0	0	1	0	0	1	0	0	0	N
2047a	N	0	0	1	1	0	1	0	0	0	N
2049a	N	0	0	1	0	0	1	0	0	0	N
2052a	N	0	0	1	0	0	1	0	0	0	N
2055a	N	1	0	1	0	0	1	0	0	0	E
2056a	E	1	0	1	0	0	1	0	0	0	N
2059a	C	0	0	1	1	0	1	0	1	0	N
2059b	C	1	0	1	1	0	1	1	0	0	N
2061a	C	1	0	1	0	0	0	1	0	0	N
2064a	E	0	0	1	0	0	1	1	0	0	N
2064b	E	0	0	1	0	0	1	0	1	0	N
2066a	N	0	0	1	0	0	1	0	0	0	E
2067a	E	0	0	1	0	0	1	0	0	0	E
2067b	E	0	0	1	0	0	1	0	0	0	E
2072a	N	0	0	1	1	0	1	0	0	1	N
2073a	N	0	0	1	0	0	1	1	0	1	N
2075a	E	0	0	1	0	0	1	0	0	0	N
2075b	E	0	0	1	0	0	1	0	0	0	E
2076a	N	1	0	1	0	0	1	0	0	0	N
2078a	E	0	0	1	0	0	1	0	0	0	E
2078b	E	0	0	1	0	0	1	0	0	0	E
2079a	C	0	0	1	1	0	1	0	0	0	C
2079b	C	0	0	0	0	0	0	0	0	0	N
2080a	N	0	0	1	0	0	1	0	1	0	E
2081a	N	0	0	1	0	0	1	0	1	0	N
2082a	N	0	0	1	1	0	1	0	1	0	N
2084a	E	1	0	1	0	0	1	0	0	0	N
2086a	N	0	0	1	0	0	1	1	0	0	N
2087a	E	0	0	1	0	0	1	0	0	0	N
2088a	E	0	0	1	0	0	1	0	0	0	E
2088b	E	0	0	1	0	0	1	0	0	0	E
2090a	N	0	0	1	0	0	1	0	0	0	N
2091a	E	0	0	1	0	0	1	0	1	0	E
2092a	C	1	0	1	0	0	1	0	0	0	C
2092b	C	1	0	1	1	0	1	0	0	0	C
2094a	N	0	0	1	0	0	0	0	1	0	N
2097a	N	0	0	1	0	0	1	1	0	0	N
2098a	N	1	0	1	0	0	0	0	1	0	N
2100a	N	1	0	1	0	0	0	0	1	0	N
2102a	C	0	0	1	1	0	1	0	0	0	C
2102b	C	1	0	1	1	0	1	0	0	0	C
2103a	N	0	0	1	0	0	1	0	1	0	E
2104a	E	0	0	1	0	0	1	0	0	0	E
2105a	N	1	0	1	0	0	1	0	0	0	N
2107a	N	0	0	1	0	0	1	1	0	0	N
2109a	N	0	0	1	0	0	1	1	0	0	N
2112a	N	1	0	1	0	0	0	0	1	0	N
2113a	N	0	0	1	0	0	1	1	0	0	N
2115a	C	1	0	1	1	0	1	0	0	0	C
2115b	C	1	0	1	1	0	1	0	0	0	C
2117a	E	1	0	1	0	0	1	0	0	0	N
2117b	E	1	0	1	0	0	1	0	0	0	N
2118a	C	0	0	1	1	0	1	0	0	0	C
2118b	C	1	0	1	1	0	1	0	0	0	C
2119a	N	1	0	1	0	0	1	0	0	0	N
2121a	N	1	0	1	1	0	1	0	0	0	N
2121b	C	1	0	1	1	0	1	1	0	0	N
2122a	N	1	0	1	0	0	1	0	0	0	N
2123a	N	0	0	1	0	0	1	0	1	0	N
2124a	C	1	0	1	0	0	1	0	0	0	N
2125a	N	1	0	1	0	0	1	0	0	0	N
2132a	N	1	0	1	0	0	1	0	0	0	N
2139a	E	0	0	1	0	0	1	0	0	0	E
2139b	E	0	0	1	0	0	1	0	0	0	E
2141a	N	1	0	1	0	0	1	0	0	0	N
2144a	N	0	0	1	0	0	1	0	1	1	N
2145a	N	1	0	1	0	0	0	0	0	1	N
2146a	N	1	0	1	1	0	0	0	0	1	N
2148a	N	1	0	1	0	0	0	0	0	1	N
2150a	N	0	0	1	0	0	1	1	0	0	N
2163a	N	1	0	1	0	0	1	0	0	0	N
2164a	E	0	0	1	0	0	1	0	0	0	N
2164b	E	0	0	1	0	0	1	0	1	0	N
2165a	C	1	0	1	1	0	1	0	0	0	C
2165b	C	1	0	1	1	0	1	0	0	0	C
2167a	C	0	0	1	1	0	1	0	0	0	C
2167b	C	1	0	1	0	0	1	0	0	0	N
2170a	E	1	0	1	0	0	1	0	0	0	E
2170b	E	0	0	1	0	0	1	0	1	0	N
2171a	E	0	0	1	0	0	1	0	0	0	E
2171b	E	0	0	1	0	0	1	0	0	0	E
2172a	C	1	0	1	1	0	1	0	0	0	C
2172b	C	0	0	1	1	0	1	0	0	0	C
2175a	C	1	0	1	1	0	1	0	0	0	C
2175b	C	1	0	1	1	0	1	0	0	0	C
2176a	E	0	0	1	0	0	1	0	0	0	N
2179a	C	1	0	1	1	0	1	0	0	0	N
2179b	C	0	0	1	1	0	1	0	0	0	N
2180a	N	1	0	1	0	0	1	0	0	0	N
2181a	E	0	0	1	0	0	1	0	0	0	N
2183a	N	1	0	1	1	0	1	0	1	0	C
2184a	E	0	0	1	0	0	1	0	0	0	E
2184b	E	0	0	1	0	0	1	0	0	0	E
2188a	E	0	0	1	1	0	1	0	0	0	N
2192a	C	1	0	1	0	0	1	0	0	0	N
2195a	C	1	0	1	1	0	1	0	0	0	C
2195b	C	1	0	1	0	0	1	0	0	0	C
2196a	N	0	0	1	0	0	0	0	1	0	N
2198a	N	0	0	1	0	0	0	0	1	0	N
2199a	N	1	0	1	0	0	1	0	0	0	N
2202a	E	0	0	1	0	0	1	0	0	0	E
2202b	E	0	0	1	0	0	1	0	0	0	N
2203a	N	0	0	1	0	0	1	0	1	0	E
2205a	E	0	0	1	0	0	1	0	0	0	E
2205b	E	0	0	1	0	0	1	0	0	0	E
2207a	C	0	0	1	0	0	1	0	0	0	E
2208a	N	1	0	1	0	0	1	0	0	0	N
2210a	N	1	0	1	0	0	1	0	0	0	N
2212a	N	0	0	1	0	0	1	0	1	0	N
2212b	C	0	0	1	0	0	1	1	0	0	N
2213a	N	1	0	1	0	0	1	0	0	0	N
2215a	E	0	0	1	0	0	1	0	0	0	E
2215b	E	0	0	1	0	0	1	0	0	0	E
2217a	N	0	1	1	0	0	1	0	0	0	C
2218a	E	0	0	1	0	0	1	0	0	0	E
2222a	E	1	0	1	0	0	0	0	1	0	N
2226a	E	0	0	1	0	0	1	0	0	0	E
2228a	E	0	0	1	0	0	1	0	1	0	E
2232a	N	0	0	1	0	0	1	0	0	0	N
2233a	C	0	0	1	1	0	1	0	0	0	C
2233b	C	1	0	1	1	0	1	0	0	0	C
2234a	E	0	0	1	0	0	1	0	0	0	E
2235a	E	0	0	1	0	0	1	0	0	0	E
2235b	E	0	0	1	0	0	1	0	0	0	E
2236a	C	0	0	1	0	0	1	0	0	1	C
2238a	C	1	0	1	1	0	1	0	0	0	C
2238b	C	1	0	1	1	0	1	0	0	0	C
2239a	N	0	1	1	0	0	1	0	0	0	C
2240a	N	1	0	1	0	0	0	0	1	0	N
2242a	N	1	0	1	0	0	0	0	1	0	N
2243a	E	1	0	1	0	0	0	0	1	0	N
2247a	C	0	0	1	1	0	1	0	0	0	C
2247b	C	1	0	1	1	0	1	0	0	0	C
2250a	E	0	0	1	0	0	1	0	0	0	E
2250b	E	0	0	1	0	0	1	0	0	0	N
2251a	C	1	0	1	0	0	1	0	0	0	C
2251b	C	0	0	1	1	0	1	0	0	0	C
2252a	E	0	0	1	0	0	1	0	0	0	E
2253a	C	1	0	1	1	0	1	0	0	0	N
2253b	C	1	0	1	0	0	1	0	0	0	N
2259a	N	0	0	1	0	0	1	1	0	0	N
2260a	N	1	0	1	0	0	1	0	0	0	N
2261a	N	1	0	1	0	0	1	0	0	0	N
2263a	N	0	0	1	0	0	1	0	0	0	N
2266a	E	0	0	1	0	0	1	0	0	0	E
2272a	E	0	0	1	0	0	1	0	0	0	N
2274a	N	1	0	1	0	0	1	0	0	0	N
2275a	E	0	0	0	0	0	0	0	0	0	N
2275b	E	0	0	0	0	0	0	0	0	0	N
2277a	N	1	0	1	0	0	1	0	0	0	N
2281a	E	1	0	1	0	0	1	0	0	0	N
2282a	E	0	0	1	0	0	1	0	0	0	E
2282b	E	0	0	1	0	0	1	0	0	0	E
2287a	C	1	0	1	1	0	1	0	0	0	C
2287b	C	1	0	1	1	0	1	0	0	0	C
2288a	E	0	0	1	0	0	1	0	0	0	N
2288b	E	0	0	1	0	0	1	0	0	0	N
2289a	C	0	0	1	1	0	1	0	0	0	C
2289b	C	0	0	1	1	0	1	0	0	0	C
2291a	E	0	0	1	0	0	1	0	0	0	E
2291b	E	0	0	1	0	0	1	0	0	0	E
2297a	E	0	0	1	0	0	1	0	0	0	N
2299a	E	0	0	1	0	0	1	0	0	0	N
2302a	E	0	0	1	0	0	1	0	0	0	E
2303a	C	1	0	1	1	0	1	0	0	0	C
2303b	C	1	0	1	1	0	1	0	0	0	C
2304a	N	0	0	1	0	0	1	0	0	0	N
2305a	E	0	0	1	1	0	1	0	0	0	C
2307a	N	1	0	1	0	0	1	0	0	0	N
2308a	N	0	0	1	0	0	1	0	0	0	N
2309a	E	0	0	1	0	0	1	0	0	0	E
2309b	E	0	0	1	0	0	1	0	0	0	E
2310a	C	0	0	1	1	0	1	0	0	0	C
2310b	C	1	0	1	0	0	1	0	0	0	C
2311a	N	1	0	1	0	0	1	0	0	0	E
2315a	N	0	0	1	0	0	1	1	0	0	N
2316a	C	0	0	1	1	0	1	1	0	0	N
2318a	E	0	0	1	0	0	1	1	0	0	N
2319a	N	1	0	1	1	0	1	0	0	0	N
2319b	C	0	0	1	1	0	1	0	0	0	N
2322a	E	0	0	1	0	0	1	0	1	0	E
2327a	N	1	0	1	0	0	1	0	0	0	E
2329a	C	0	0	1	1	0	1	0	0	0	C
2329b	C	1	0	1	1	0	1	0	0	0	C
2330a	N	0	0	1	0	0	1	0	1	0	E
2332a	N	1	0	1	0	0	1	0	0	0	N
2338a	C	1	0	1	1	0	1	0	0	0	C
2338b	C	1	0	1	1	0	1	0	0	0	C
2339a	N	1	0	1	0	0	1	0	0	0	N
2340a	E	0	0	1	0	0	1	1	1	0	N
2341a	N	0	0	1	1	0	1	1	1	0	N
2344a	C	0	0	1	1	0	1	1	0	0	C
2344b	C	1	0	1	1	0	1	1	1	0	N
2350a	C	1	0	1	0	0	0	0	1	0	N
2350b	C	1	0	1	0	0	0	1	0	0	N
2351a	N	1	0	1	0	0	0	0	0	1	N
2352a	N	1	0	1	0	0	0	0	0	1	N
2358a	N	1	0	1	0	0	1	0	0	0	N
2358b	C	1	0	1	0	0	1	0	0	0	N
2359a	C	1	0	1	0	0	1	0	0	0	E
2360a	E	0	0	1	0	0	1	0	0	0	E
2363a	C	1	0	1	1	0	1	1	1	0	N
2363b	C	0	0	1	1	0	1	0	1	0	C
2365a	N	0	0	1	0	0	1	1	1	0	N
2368a	E	0	0	1	0	0	1	0	0	0	E
2368b	E	0	0	1	0	0	1	0	0	0	E
2374a	E	0	0	1	0	0	1	0	0	0	N
2375a	C	1	0	1	1	0	1	0	0	0	C
2375b	C	0	0	1	1	0	1	0	0	0	C
2377a	E	0	0	1	0	0	1	1	0	0	N
2377b	E	0	0	1	0	0	1	0	1	0	N
2381a	N	0	0	1	0	0	1	0	1	0	N
2383a	N	1	0	1	0	0	1	0	0	0	N
2386a	N	0	0	1	0	0	1	0	1	0	N
2388a	N	0	0	1	0	0	1	0	0	0	E
2391a	E	0	0	1	0	0	1	0	1	0	E
2397a	E	0	0	1	0	0	1	0	0	0	E
2397b	E	0	0	1	0	0	1	0	0	0	E
2400a	N	1	0	1	0	0	0	1	0	0	N
2401a	E	0	0	1	0	0	1	0	1	0	N
2407a	N	0	0	1	0	0	1	0	1	0	E
2409a	C	1	0	1	1	0	1	0	0	0	C
2409b	C	1	0	1	1	0	1	0	0	0	C
2413a	N	1	0	1	0	0	0	0	0	1	N
2414a	N	1	0	1	0	0	0	0	0	1	N
2415a	E	0	0	1	0	0	1	0	0	0	E
2415b	E	0	0	1	0	0	1	0	0	0	E
2422a	N	1	0	1	0	0	1	1	0	0	N
2423a	C	1	0	1	1	0	1	0	1	0	C
2423b	C	1	0	1	0	0	1	1	0	0	N
2426a	N	0	0	1	0	0	1	0	0	0	E
2429a	C	1	0	1	0	0	1	0	0	0	C
2429b	C	1	0	1	1	0	1	0	0	0	C
2431a	N	1	0	1	1	0	1	0	0	0	N
2436a	N	0	0	1	0	0	1	1	0	0	N
2440a	E	0	0	1	0	0	1	0	1	0	E
2440b	E	0	0	1	0	0	1	1	0	0	N
2447a	C	1	0	1	0	0	1	0	0	0	N
2447b	C	1	0	1	0	0	1	0	0	0	N
2450a	N	0	0	1	0	0	1	0	1	0	N
2450b	C	0	0	1	0	0	1	1	0	0	N
2455a	E	1	0	1	0	0	1	0	0	0	N
2456a	N	0	0	1	0	0	1	1	0	0	N
2457a	N	1	0	1	0	0	1	0	0	0	N
2458a	E	1	0	1	0	0	1	0	0	0	N
2459a	E	0	0	1	0	0	1	0	1	0	E
2465a	E	0	0	1	0	0	1	1	0	0	N
2466a	N	0	0	1	0	0	1	0	1	0	E
2467a	E	0	0	1	0	0	1	0	0	0	E
2472a	E	0	0	1	0	0	1	0	0	0	N
2472b	E	0	0	1	0	0	1	0	0	0	N
2474a	N	0	0	1	1	0	1	0	0	0	N
2474b	E	0	0	1	1	0	1	0	0	0	N
2486a	E	0	0	1	0	0	1	0	0	0	E
2486b	E	0	0	1	0	0	1	0	0	0	E
2491a	N	1	0	1	0	0	1	0	0	0	N
2495a	E	0	0	1	0	0	1	0	0	0	E
2496a	N	0	0	1	0	0	1	0	1	0	E
2497a	N	1	0	1	0	0	1	0	0	0	E
2499a	C	0	0	1	1	0	1	0	0	0	C
2499b	C	0	0	1	1	0	1	0	0	0	C
2500a	N	0	0	1	0	0	1	0	0	0	N
2505a	N	0	0	1	0	0	1	0	0	0	N
2506a	E	0	0	1	0	0	1	0	0	0	E
2508a	N	1	0	1	0	0	1	0	0	0	N
2509a	N	0	0	1	0	0	1	1	0	0	N
2509b	E	0	0	1	0	0	1	0	1	0	E
2510a	C	1	0	1	1	0	1	0	0	0	C
2510b	C	1	0	1	1	0	1	0	0	0	C
2514a	N	0	0	1	1	0	1	0	0	0	N
2515a	N	1	0	1	0	0	1	0	0	0	E
2518a	C	0	0	1	1	0	1	0	0	0	N
2518b	C	0	0	1	1	0	1	0	0	0	N
2521a	N	0	0	1	0	0	1	0	0	0	E
2529a	C	1	0	1	1	0	1	0	0	0	C
2529b	C	0	0	1	1	0	1	0	0	0	C
2530a	E	0	0	1	0	0	1	0	0	0	E
2530b	E	0	0	1	0	0	1	0	0	0	E
2538a	C	1	0	1	1	0	1	1	0	0	C
2538b	C	0	0	1	1	0	1	0	0	0	C
2539a	E	0	0	1	0	0	1	0	0	0	E
2540a	C	1	0	1	1	0	1	0	0	0	C
2540b	C	1	0	1	1	0	1	0	0	0	C
2543a	N	0	0	1	0	0	1	1	0	0	N
2545a	E	0	0	1	0	0	1	0	0	0	N
2549a	C	1	0	1	0	0	1	0	0	0	C
2549b	C	1	0	1	1	0	1	0	0	0	C
2551a	C	1	0	1	0	0	1	0	0	0	C
2551b	C	1	0	1	1	0	1	0	0	0	C
2553a	N	1	0	1	1	0	1	0	0	0	N
2554a	E	0	0	1	0	0	1	0	0	0	E
2555a	E	0	0	1	0	0	1	0	0	0	E
2555b	E	0	0	1	0	0	1	0	0	0	E
2561a	E	0	0	1	0	0	1	0	1	0	E
2569a	N	1	0	1	0	0	0	0	0	1	N
2572a	N	0	0	1	0	0	1	0	0	1	C
2574a	C	0	0	1	1	0	1	0	0	0	C
2574b	C	0	0	1	1	0	1	0	0	0	C
2577a	E	0	0	1	0	0	1	0	0	0	E
2578a	C	1	0	1	1	0	1	0	0	0	C
2578b	C	1	0	1	1	0	1	0	0	0	C
2579a	E	0	0	1	0	0	1	0	0	0	E
2582a	E	0	0	1	0	0	1	0	0	0	E
2583a	N	1	0	1	0	0	1	0	0	0	N
2588a	E	0	0	1	0	0	1	0	0	0	E
2589a	N	1	0	1	0	0	1	0	0	0	N
2589b	C	1	0	1	0	0	1	0	0	0	N
2590a	E	0	0	1	0	0	1	0	0	0	E
2591a	E	0	0	1	0	0	1	0	1	0	E
2591b	E	0	0	1	0	0	1	1	0	0	N
2592a	N	0	0	1	0	0	1	0	0	0	E
2593a	E	0	0	1	1	0	1	0	0	0	N
2593b	E	0	0	1	1	0	1	0	0	0	N
2594a	C	1	0	1	0	0	1	0	0	0	N
2596a	N	0	0	1	1	0	1	0	0	0	N
2597a	C	1	0	1	0	0	1	0	0	0	N
2599a	N	0	0	1	0	0	1	1	0	0	N
2601a	N	0	0	1	0	0	1	0	0	0	N
2615a	E	0	0	1	0	0	1	0	1	0	E
2619a	N	0	0	1	0	0	1	0	1	0	N
2623a	N	0	0	1	0	0	1	0	0	0	N
2625a	E	0	0	1	0	0	1	0	0	0	E
2625b	E	0	0	1	0	0	1	0	0	0	E
2626a	C	1	0	1	0	0	1	0	0	0	C
2626b	C	0	0	1	1	0	1	0	0	0	C
2627a	E	0	0	1	0	0	1	0	0	0	N
2627b	E	1	0	1	0	0	1	0	0	0	E
2628a	C	1	0	1	1	0	1	0	0	0	C
2628b	C	0	0	1	1	0	1	0	0	0	C
2630a	N	0	0	1	0	0	1	0	0	0	N
2632a	E	0	0	1	0	0	1	0	0	0	E
2632b	E	0	0	1	0	0	1	0	0	0	N
2634a	N	1	0	1	0	0	1	0	0	0	N
2636a	N	1	0	1	0	0	1	0	0	0	N
2637a	N	1	1	1	0	0	1	0	0	0	C
2638a	E	0	0	1	0	0	1	0	0	0	E
2640a	N	1	1	1	0	0	1	0	0	0	C
2643a	E	0	0	1	0	0	1	0	0	0	E
2650a	N	0	0	1	0	0	0	0	1	1	N
2651a	N	1	0	1	1	0	0	0	0	1	N
2654a	C	1	0	1	1	0	1	0	0	0	C
2654b	C	1	0	1	1	0	1	0	0	0	C
2655a	E	0	0	1	0	0	1	0	0	0	E
2656a	C	1	0	1	1	0	1	0	0	0	C
2656b	C	1	0	1	1	0	1	0	0	0	C
2657a	C	1	0	1	0	0	1	0	0	0	E
2660a	N	0	0	1	0	0	1	0	1	0	N
2664a	E	0	0	1	0	0	1	0	0	0	E
2664b	E	0	0	1	0	0	1	0	0	0	E
2666a	E	0	0	1	1	0	1	0	0	0	N
2670a	N	0	0	1	0	0	1	0	1	0	E
2672a	N	0	0	1	0	0	1	0	1	0	E
2673a	E	0	0	1	0	0	1	0	0	0	E
2673b	E	0	0	1	0	0	1	0	0	0	E
2675a	E	0	0	1	0	0	1	0	0	0	E
2680a	N	0	0	1	0	0	1	0	0	0	E
2682a	C	0	0	1	0	0	1	0	0	0	E
2684a	E	0	0	1	0	0	1	0	0	0	E
2684b	E	0	0	1	0	0	1	0	0	0	E
2688a	N	0	0	1	0	0	1	1	0	0	N
2689a	E	0	0	1	1	0	1	1	0	0	N
2691a	N	1	0	1	1	0	1	1	0	0	C
2692a	N	0	0	1	0	0	1	0	1	0	E
2696a	C	1	0	1	0	0	1	0	0	0	C
2696b	C	1	0	1	1	0	1	0	0	0	C
2701a	E	1	0	1	0	0	1	0	0	0	E
2702a	E	0	0	1	0	0	1	0	0	0	E
2702b	E	0	0	1	0	0	1	0	0	0	E
2703a	C	1	0	1	1	0	1	0	0	0	C
2703b	C	1	0	1	0	0	1	0	0	0	C
2705a	N	1	0	1	0	0	1	0	0	0	N
2707a	N	1	0	1	0	0	1	0	0	0	N
2708a	E	0	0	1	0	0	1	0	0	0	N
2709a	C	1	0	1	0	0	1	0	0	0	C
2709b	C	1	0	1	0	0	1	0	0	0	C
2710a	E	0	0	1	0	0	1	0	0	0	N
2711a	E	0	0	1	0	0	1	0	0	0	E
2711b	E	0	0	1	0	0	1	0	0	0	E
2713a	E	0	0	1	0	0	1	0	0	0	E
2714a	C	1	0	1	1	0	1	0	0	0	C
2714b	C	1	0	1	1	0	1	0	0	0	C
2715a	N	0	0	1	0	0	1	0	0	0	E
2716a	N	0	0	1	0	0	1	0	0	0	N
2718a	N	0	0	1	0	0	1	0	0	0	N
2724a	E	0	0	1	0	0	1	0	0	0	E
2728a	N	0	0	1	0	0	0	0	1	0	N
2730a	N	0	0	1	0	0	1	0	1	0	N
2730b	C	0	0	1	0	0	1	1	0	0	N
2731a	N	0	0	1	1	0	1	0	1	0	C
2734a	C	1	0	1	0	0	1	0	0	0	N
2735a	E	0	0	1	0	0	1	0	0	0	E
2735b	E	0	0	1	0	0	1	0	0	0	E
2739a	N	0	0	1	0	0	1	0	0	1	N
2741a	N	0	0	1	0	0	1	0	0	1	N
2744a	E	0	0	1	0	0	1	0	0	0	E
2744b	E	0	0	1	0	0	1	0	0	0	N
2748a	E	0	0	1	0	0	1	0	1	0	E
2751a	E	0	0	1	0	0	1	0	0	0	E
2751b	E	0	0	1	0	0	1	0	0	0	E
2752a	N	1	0	1	0	0	1	0	1	0	E
2754a	C	1	0	1	1	0	1	0	0	0	C
2754b	C	1	0	1	0	0	1	0	0	0	C
2755a	N	1	0	1	0	0	1	0	0	0	N
2756a	C	1	0	1	1	0	1	0	0	0	N
2756b	C	1	0	1	0	0	1	0	0	0	N
2757a	N	1	0	1	0	0	1	0	0	0	N
2757b	E	1	0	1	0	0	1	0	0	0	N
2758a	N	1	0	1	0	0	1	0	1	0	E
2758b	C	0	0	1	0	0	1	1	0	0	N
2761a	C	0	0	1	1	0	1	0	0	0	C
2761b	C	0	0	1	1	0	1	0	0	0	C
2764a	N	0	0	1	0	0	1	1	0	0	N
2765a	N	0	0	1	0	0	1	0	0	0	N
2770a	C	0	0	1	1	0	1	0	0	0	C
2770b	C	1	0	1	1	0	1	0	0	0	C
2774a	E	0	0	1	0	0	1	0	0	0	N
2775a	N	1	0	1	0	0	1	0	0	0	N
2776a	E	0	0	1	0	0	1	1	0	0	N
2777a	N	1	0	1	0	0	1	0	0	0	N
2777b	C	1	0	1	1	0	1	0	0	0	N
2778a	N	0	0	1	0	0	1	0	0	0	N
2779a	E	0	0	1	0	0	1	0	0	0	N
2783a	C	1	0	1	1	0	1	0	0	0	C
2783b	C	1	0	1	1	0	1	0	0	0	C
2784a	E	0	0	1	0	0	1	0	0	0	E
2787a	N	1	0	1	0	0	1	0	0	0	N
2788a	E	0	0	1	0	0	1	0	0	0	E
2789a	E	0	0	1	0	0	1	0	1	0	E
2792a	C	0	0	1	1	0	1	0	0	0	C
2792b	C	1	0	1	1	0	1	0	0	0	C
2797a	E	0	0	1	0	0	1	0	0	0	E
2799a	N	1	0	1	0	0	1	0	0	0	N
2800a	E	0	0	1	0	0	1	0	0	0	E
2800b	E	0	0	1	0	0	1	0	0	0	E
2802a	N	0	0	1	0	0	1	0	0	1	N
2803a	N	0	0	1	1	0	1	0	0	1	N
2807a	E	0	0	1	0	0	1	0	0	0	E
2807b	E	0	0	1	0	0	1	0	0	0	E
2809a	E	0	0	1	0	0	1	0	0	0	N
2809b	E	0	0	1	0	0	1	0	0	0	N
2811a	N	0	0	1	0	0	1	0	0	0	E
2813a	N	0	0	1	0	0	1	0	0	0	E
2815a	N	0	0	1	0	0	1	0	0	0	E
2817a	C	1	0	1	1	0	1	0	0	0	C
2817b	C	0	0	1	1	0	1	0	0	0	C
2818a	N	0	0	1	0	0	1	0	0	0	E
2821a	N	0	0	1	0	0	1	0	1	0	N
2827a	E	0	0	1	0	0	1	0	0	0	E
2827b	E	0	0	1	0	0	1	0	0	0	E
2828a	C	1	0	1	1	0	1	0	0	0	C
2828b	C	1	0	1	1	0	1	0	0	0	C
2837a	C	0	0	1	1	0	1	0	0	0	C
2837b	C	1	0	1	1	0	1	0	0	0	C
2838a	E	0	0	1	0	0	1	0	0	0	E
2838b	E	0	0	1	0	0	1	0	0	0	E
2839a	N	0	0	1	0	0	1	1	0	0	N
2844a	E	0	0	1	0	0	1	0	0	0	E
2845a	E	0	0	1	0	0	1	0	0	0	E
2845b	E	0	0	1	0	0	1	0	0	0	E
2851a	E	1	0	1	0	0	1	0	0	0	N
2853a	E	1	0	1	0	0	1	0	0	0	N
2854a	E	0	0	1	0	0	1	0	0	0	E
2854b	E	0	0	1	0	0	1	0	0	0	E
2856a	E	0	0	1	0	1	1	0	0	0	E
2857a	N	1	0	1	0	0	1	0	0	0	N
2860a	N	1	0	1	0	1	1	0	0	0	N
2861a	N	1	0	1	0	1	1	0	0	0	N
2862a	N	1	0	1	0	0	1	0	0	0	N
2862b	C	1	0	1	0	1	1	0	0	0	N
2863a	N	0	0	1	0	0	1	0	0	0	N
2864a	C	0	0	1	1	0	1	0	0	0	N
2864b	C	0	0	1	1	0	1	0	0	0	N
2865a	E	0	0	1	0	0	1	0	0	0	E
2865b	E	0	0	1	0	0	1	0	0	0	E
