pair_ID	sentence_AB	E_judgment
7441	A man is sitting on a train and resting his hand against his face. [SEP] The bearded man is sitting on a train.	2
7444	The show for the small child is being set on an exciting swing at the park. [SEP] A small child is showing excitement on a swing set at the park.	2
7446	The little girl is not swinging and the woman is not standing behind her. [SEP] The little girl is swinging and the woman is standing behind her.	1
7451	A small child is showing excitement on a set of swings at the park. [SEP] The little girl is swinging and the woman is standing behind her.	2
7452	A small child is showing boredom on a swing set at the park. [SEP] The little girl is swinging and the woman is standing behind her.	2
7454	The little girl is swinging and the woman is standing behind her. [SEP] A small child is showing excitement on a swing set at the park.	2
7455	A man is performing a trick on a surfboard in the water. [SEP] A person is performing a trick on a surfboard in the water.	0
7457	A surfer is riding the wave. [SEP] The wave is being ridden by a surfer.	0
7459	A surfer is riding the wave. [SEP] A rider is surfing the wave.	0
7461	There is no surfer riding the wave. [SEP] A man is performing a trick on a surfboard in the water.	2
7462	A rider is surfing the wave. [SEP] A man is performing a trick on a surfboard in the water.	2
7468	The group of people is sitting in a dim room. [SEP] The group of dim people is sitting in a room.	2
7470	A man and two women are standing in a bright room by a table with candles. [SEP] A man and two women in a darkened room are sitting at a table with candles.	2
7472	A man and two women are standing in a bright room by a table with candles. [SEP] The group of people is sitting in a dim room.	2
7474	A man and two women in a darkened room are sitting at a table with candles. [SEP] The group of people is not sitting in a dim room.	1
7476	A man and two women in a darkened room are sitting at a table with candles. [SEP] The group of people is sitting in a dim room.	0
7479	Two guys are sitting around a table and holding beers in their hands. [SEP] Two blokes are sitting around a table and holding beers in their hands.	0
7481	Two blokes are sitting around a table and holding beers in their hands. [SEP] A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles.	2
7483	Two guys are sitting around a table and holding beers in their hands. [SEP] A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer.	2
7485	Two guys are sitting around a table and holding beers in their hands. [SEP] A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles.	2
7486	The dog is chasing the ball. [SEP] A dog is chasing a ball.	0
7487	A dog is chasing a ball. [SEP] There is no dog chasing a ball.	1
7491	A dog is chasing a ball. [SEP] The dog is not catching a blue ball.	2
7492	The dog is catching a blue ball. [SEP] The dog is chasing the ball.	2
7493	There is no dog chasing a ball. [SEP] The dog is catching a blue ball.	2
7496	A person is shirtless and is putting down the beer. [SEP] A person is wearing a red jacket and holding a beer.	2
7497	The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white. [SEP] The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt.	0
7499	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt. [SEP] The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt.	2
7503	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt. [SEP] A person is wearing a red jacket and carefully holding a beer.	2
7504	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt. [SEP] A person is shirtless and is putting down the beer.	2
7505	A person is wearing a red jacket and holding a beer. [SEP] The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt.	2
7506	Two brown dogs are playing with a frisbee in the water. [SEP] Two brown dogs are playing with the frisbee in the water.	0
7507	Two brown dogs are playing with a frisbee in the water. [SEP] Two brown dogs are leaving a frisbee in the water.	2
7508	Two dogs are battling for a frisbee in a lake. [SEP] Two dogs are fighting for a frisbee in a lake.	0
7509	There are no dogs fighting for a frisbee in a lake. [SEP] Two dogs are fighting for a frisbee in a lake.	1
7511	There are no dogs fighting for a frisbee in a lake. [SEP] Two brown dogs are playing with a frisbee in the water.	2
7516	A girl in pink is twirling a ribbon. [SEP] There is no girl in pink twirling a ribbon.	1
7522	There is no girl in pink twirling a ribbon. [SEP] The girl is wearing a white shirt and a pink skirt, and is standing in front of a house.	2
7525	There is no child playing with a water spout outdoors with the rest of his family watching. [SEP] A child is playing with a water spout outdoors and the rest of his family is watching.	1
7526	A child is watching someone playing outdoors and is spouting water over the rest of his family. [SEP] A child is playing with a water spout outdoors and the rest of his family is watching.	2
7527	A hose is being held by a boy next to a man and another boy is watching. [SEP] A boy is holding a hose next to a man and another boy is watching.	0
7532	There is no child playing with a water spout outdoors with the rest of his family watching. [SEP] A boy is holding a hose next to a man and another boy is watching.	2
7534	A child is playing with a water spout outdoors and the rest of his family is watching. [SEP] A boy is holding a hose next to a man and another boy is watching.	2
7537	A football player is running past an official carrying a football. [SEP] A football player is carrying an official past a rolling football.	2
7539	A football player in a purple jersey is running with the ball for a touchdown. [SEP] There is no football player in a purple jersey running with the ball for a touchdown.	1
7542	A football player in a purple jersey is running with the ball for a touchdown. [SEP] A person playing football is running past an official carrying a football.	2
7543	A football player in a purple jersey is running with the ball for a touchdown. [SEP] A football player is running into an official carrying a football.	2
7545	A football player in a purple jersey is running with the ball for a touchdown. [SEP] A football player is running past an official carrying a football.	2
7547	A young girl in a blue leotard is jumping on the ground. [SEP] A young girl in a blue leotard is jumping in the air.	2
7549	A young girl in blue is jumping in the air. [SEP] There is no girl in blue jumping in the air.	1
7550	A young girl in a blue leotard is jumping in the air. [SEP] The young girl in blue is jumping in the air.	0
7551	A young girl in a blue leotard is jumping in the air. [SEP] There is no girl in blue jumping in the air.	1
7553	A young girl in blue is jumping in the air. [SEP] A young girl in a blue leotard is jumping on the ground.	2
7554	A young girl in a blue leotard is jumping in the air. [SEP] A young girl in blue is jumping in the air.	0
7556	A little boy is sitting in a green tunnel with a smile on his face. [SEP] A little boy is crawling in a green tunnel with a smile on his face.	2
7557	A small boy in a striped shirt is sliding out of a green tube. [SEP] A little boy in a striped shirt is sliding out of a green tube.	0
7558	A small boy in a striped shirt is sliding out of a green tube. [SEP] A small shirtless boy is sliding into a green tube.	2
7559	A small boy in a green shirt is striping a sliding tube. [SEP] A small boy in a striped shirt is sliding out of a green tube.	2
7561	A little boy is sitting in a green tunnel with a smile on his face. [SEP] A small shirtless boy is sliding into a green tube.	2
7563	A boy, who is little, is sitting in a green tunnel with a smile on his face. [SEP] A small boy in a striped shirt is sliding out of a green tube.	2
7564	A small boy in a striped shirt is sliding out of a green tube. [SEP] A little boy is crawling in a green tunnel with a smile on his face.	2
7567	The person is flying through the air on a bicycle. [SEP] The person is not flying through the air on a bicycle.	1
7569	There is no person on a bike jumping through the air with the sun flaring through the bike frame. [SEP] A person on a bike is jumping through the air and the sun is flaring through the bike frame.	1
7572	A person on a bike is jumping through the air and the sun is flaring through the bike frame. [SEP] The person is flying through the air on the bicycle.	0
7573	A person on a bike is jumping through the air and the sun is flaring through the bike frame. [SEP] The person is not flying through the air on a bicycle.	2
7576	The bunch of men are playing rugby on a muddy field. [SEP] The bunch of men are not playing rugby on a muddy field.	1
7577	The bunch of men are playing with the mud on a rugby field. [SEP] The bunch of men are playing rugby on a muddy field.	2
7580	The bunch of men are playing rugby on a muddy field. [SEP] Rugby is being played by some men.	0
7581	The bunch of men are playing rugby on a muddy field. [SEP] Some men are idling.	2
7583	The bunch of men are not playing rugby on a muddy field. [SEP] Some men are playing rugby.	2
7587	The bike rider is not looking at the accident of another bike rider. [SEP] The bike rider is looking at an accident of another bike rider.	1
7588	A person is looking at a bike designed for motocross that is lying on its side and another is racing by. [SEP] A person is looking at a motocross bike that is lying on its side and another is racing by.	0
7594	The bike rider is looking at an accident of another bike rider. [SEP] A person is looking at a motocross bike that is lying on its side and another is racing by.	2
7599	A brown dog and a grey dog are fighting in the snow. [SEP] A brown dog and a gray dog are playing in the snow.	2
7603	There are no dogs playing in the snow. [SEP] A brown dog and a gray dog are playing in the snow.	1
7606	A young woman is getting a tattoo on her hand. [SEP] A girl is getting a tattoo on her hand.	0
7608	A tattoo is being drawn by the woman in the white sweater on the hand of a teenager. [SEP] The woman in the white sweater is drawing a tattoo on the hand of a teenager.	0
7609	The woman in the white sweater is not drawing a tattoo on the hand of a teenager. [SEP] The woman in the white sweater is drawing a tattoo on the hand of a teenager.	1
7611	The woman in the white sweater is not drawing a tattoo on the hand of a teenager. [SEP] A girl is getting a tattoo on her hand.	2
7612	A young woman is getting a tattoo on her hand. [SEP] The woman in the white sweater is drawing a tattoo on the hand of a teenager.	2
7613	A girl is getting a tattoo removed from her hand. [SEP] The woman in the white sweater is drawing a tattoo on the hand of a teenager.	2
7616	A woman in a purple top is walking a bicycle between two stone columns. [SEP] There is no woman in a purple top walking a bicycle between two stone columns.	1
7618	A girl dressed in purple and blue is slowly walking beside her bike at night. [SEP] A girl dressed in purple and blue is walking beside her bike at night.	0
7619	A girl dressed in purple and blue is walking beside her bike at night. [SEP] A naked girl is walking beside her bike at night.	2
7622	A girl dressed in purple and blue is walking beside her bike at night. [SEP] A woman in a top which is purple is walking a bicycle between two stone columns.	2
7625	A girl dressed in purple and blue is walking beside her bike at night. [SEP] A woman in a purple top is walking a bicycle between two stone columns.	2
7629	A man is standing bare-chested beside a yellow canoe on some rocks with water in the background. [SEP] A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background.	2
7630	A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background. [SEP] A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean.	2
7634	A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean. [SEP] A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background.	2
7636	The black dog is walking along a tree trunk bridge over water. [SEP] The black dog is not walking along a tree trunk bridge over water.	1
7638	A dog is crossing a river on a bridge made from a fallen tree. [SEP] There is no dog crossing a river on a bridge made from a fallen tree.	1
7639	A tree is falling over a bridge made over the river which a dog is crossing. [SEP] A dog is crossing a river on a bridge made from a fallen tree.	0
7641	The black dog is walking along a tree trunk bridge over water. [SEP] There is no dog crossing a river on a bridge made from a fallen tree.	1
7642	The black dog is walking along a tree trunk bridge over water. [SEP] A tree is falling over a bridge made over the river which a dog is crossing.	0
7643	The dog with the black coat is walking along a tree trunk bridge over water. [SEP] A dog is crossing a river on a bridge made from a fallen tree.	2
7647	A child in a green and white sports uniform is resting on the grass. [SEP] A child in a green and white sports uniform is running over the grass.	1
7648	A little boy is proudly wearing a green soccer strip and is running on the grass. [SEP] A little boy is wearing a green soccer strip and is running on the grass.	0
7651	A child in a green and white sports uniform is running over the grass. [SEP] There is no little boy wearing a green soccer strip and running on the grass.	2
7652	A child in a green and white uniform for sports is running over the grass. [SEP] A little boy is wearing a green soccer strip and is running on the grass.	2
7653	A little boy is wearing a green soccer strip and is running on the grass. [SEP] A child in a green and white sports uniform is resting on the grass.	2
7654	A child in a green and white sports uniform is running over the grass. [SEP] A little boy is wearing a green soccer strip and is running on the grass.	2
7657	A girl in a black hat is wearing a bikini at the beach. [SEP] A black girl with no bikini is wearing a hat at the beach.	2
7658	A young lady in a bikini is lying on the beach. [SEP] A lady who looks young is lying on the beach.	0
7659	A young lady in a bikini is lying on the beach. [SEP] A young lady in a bikini is standing on the beach.	2
7660	A lady who looks young is lying on the beach. [SEP] A girl in a black hat is wearing a bikini at the beach.	2
7662	The girl in the black hat is wearing a bikini at the beach. [SEP] A young lady in a bikini is lying on the beach.	2
7665	A young lady in a bikini is lying on the beach. [SEP] A girl in a black hat is wearing a bikini at the beach.	2
7666	The man is doing a handstand on the wet shore at the edge of the water at the beach. [SEP] The man is doing a handstand on the wet sand at the edge of the water at the beach.	0
7668	A man is performing a handstand on the beach. [SEP] A handstand is being performed by a man on the beach.	0
7669	A man is sitting on the beach. [SEP] A man is performing a handstand on the beach.	2
7670	The man is doing a handstand on the wet sand at the edge of the water at the beach. [SEP] A handstand is being performed by a man on the beach.	0
7672	The man is doing a handstand on the wet shore at the edge of the water at the beach. [SEP] A man is performing a handstand on the beach.	0
7675	A boy of young age is playing in the park with his mother. [SEP] A young boy is playing in the park with his mother.	0
7678	The boy in blue is running away from the woman in blue. [SEP] A boy in blue is running away from a woman in blue.	0
7680	A young boy is playing in the park with his mother. [SEP] The boy in blue is running away from the woman in blue.	2
7681	A young boy is playing in the park with his mother. [SEP] A boy in blue is running towards a woman in blue.	2
7682	A boy of young age is playing in the park with his mother. [SEP] A boy in blue is running away from a woman in blue.	2
7687	A little boy with brown hair is jumping off of a brown chair onto the floor. [SEP] There is no little boy with brown hair jumping off of a brown chair onto the floor.	1
7688	A young boy is quickly jumping off a chair. [SEP] A young boy is jumping off a chair.	0
7689	A young boy is jumping off a chair. [SEP] A young boy is jumping onto a chair.	1
7692	One little boy with brown hair is jumping off of the brown chair onto the floor. [SEP] A young boy is jumping off a chair.	0
7697	Two balls are bouncing against some colorful kids. [SEP] Two kids are bouncing on colorful balls.	2
7699	The children are not wearing black tights and are not hopping. [SEP] The children are wearing black tights and hopping.	1
7700	Two kids are bouncing on colorful balls. [SEP] Some children are wearing black tights and hopping.	2
7701	The children are not wearing black tights and are not hopping. [SEP] Two kids are bouncing on colorful balls.	2
7702	Two children are bouncing on colorful balls. [SEP] The children are wearing black tights and hopping.	2
7703	Two kids are sitting on colorful balls. [SEP] The children are wearing black tights and hopping.	2
7707	A little girl is frowning and taking off a fake nose and glasses. [SEP] A little girl is smiling and wearing a fake nose and glasses.	2
7711	A little girl is smiling and wearing a fake nose and glasses. [SEP] The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached.	2
7712	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached. [SEP] The little girl is smiling and wearing a fake nose and glasses.	0
7714	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached. [SEP] A little girl is smiling and wearing a fake nose and glasses.	0
7716	A man is squirting water into the mouth of a white dog with a squirt gun. [SEP] There is no man squirting water into the mouth of a white dog with a squirt gun.	1
7719	A man is squirting water into the mouth of a white dog with a squirt gun. [SEP] The man is spraying a super soaker into the mouth of the dog.	2
7722	A man is spraying a super soaker into the mouth of a dog. [SEP] There is no man squirting water into the mouth of a white dog with a squirt gun.	1
7723	A man is spraying a super soaker into the mouth of a dog. [SEP] A man is squirting water into the mouth of a white dog with a squirt gun.	2
7724	A boy under an umbrella is being held by his father who is wearing a coat dyed in blue. [SEP] A boy under an umbrella is being held by his father who is wearing a blue coat.	0
7728	A child is experiencing a new world. [SEP] A child is falling asleep.	2
7729	A boy under an umbrella is being held by his father who is wearing a blue coat. [SEP] A child is amazedly experiencing a new world.	2
7731	A child is experiencing a new world. [SEP] A boy under an umbrella is being held by his father who is wearing a coat dyed in blue.	2
7732	A child is experiencing a new world. [SEP] A boy under an umbrella is being let go by his father who is wearing a blue coat.	2
7733	A boy, who is wearing a blue coat, is being held by his father under an umbrella. [SEP] A child is experiencing a new world.	2
7739	A dog is playing alone on the shore covered by snow. [SEP] A dog is walking along a snowdrift.	2
7740	A dog is sleeping on a beach covered by snow. [SEP] A dog is walking along a snowdrift.	2
7741	A dog is walking along the snowdrift. [SEP] A dog is playing alone on a beach covered by snow.	2
7742	A dog is playing alone on a beach covered by snow. [SEP] There is no dog walking along a snowdrift.	2
7744	A light brown dog is running up a street. [SEP] The light brown dog is running up a street.	0
7746	The dog is running into a brown light. [SEP] A light brown dog is running up a street.	2
7747	A great dog is climbing a steep hill. [SEP] A great dog is wildly climbing a steep hill.	0
7751	A great dog is climbing a steep hill. [SEP] The light brown dog is running up a street.	2
7752	A great dog is climbing a steep hill. [SEP] There is no light brown dog running up a street.	2
7753	The dog is running into a brown light. [SEP] A great dog is climbing a steep hill.	2
7754	A great dog is climbing a steep hill. [SEP] A light brown dog is running up a street.	2
7755	A man and a woman are walking down the street of a city. [SEP] A man and a woman are walking down a city street.	0
7757	People are walking through a crowded street. [SEP] People are walking through a street which is crowded.	0
7760	People are walking through a street which is crowded. [SEP] A man and a woman are walking down a city street.	2
7763	A man and a woman are walking down the street of a city. [SEP] People are walking through a crowded street.	2
7764	People are walking through a crowded street. [SEP] A man and a woman are idling in a city street.	2
7768	A surfer is riding a big wave. [SEP] The surfer is riding a big wave.	0
7769	The surfer is riding a small wave. [SEP] The surfer is riding a big wave.	1
7771	A surfer is riding a big wave across dark green water. [SEP] A surfer is riding a big wave.	0
7776	A surfer is riding a big wave across dark green water. [SEP] The surfer is riding a big wave.	0
7777	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses. [SEP] The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses.	0
7778	The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses. [SEP] The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses.	1
7779	The muscular black man is dancing and the man behind him is wearing green beads. [SEP] The muscular man is dancing and the man behind him is wearing green beads.	0
7780	The muscular black man is dancing and the man behind him is wearing green beads. [SEP] The muscular white man is dancing and the man behind him is wearing green beads.	2
7781	The muscular man is dancing and the man behind him is wearing green beads. [SEP] The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses.	2
7782	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses. [SEP] The muscular white man is dancing and the man behind him is wearing green beads.	2
7784	The muscular black man is dancing and the man behind him is wearing green beads. [SEP] The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses.	2
7785	The muscular black man is dancing and the man behind him is wearing green beads. [SEP] The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses.	2
7787	There is no person wearing grey pants who is airborne on a snowboard. [SEP] A person wearing grey pants is airborne on a snowboard.	1
7790	A snowboarder is jumping through the air. [SEP] A person wearing grey pants is airborne on a snowboard.	2
7792	A person is wearing grey pants on a snowboard. [SEP] A snowboarding man is jumping through the air.	2
7793	There is no person wearing grey pants who is airborne on a snowboard. [SEP] A snowboarding man is jumping through the air.	2
7794	A snowboarding man is jumping through the air. [SEP] A person wearing grey pants is airborne on a snowboard.	2
7798	A tennis player with a green headband is hitting the ball. [SEP] A tennis player with a green headband is missing the ball.	1
7804	A man is crouching and holding a camera. [SEP] A person is crouching and holding a camera.	0
7805	A man is crouching and holding a camera. [SEP] A woman is crouching and holding a camera.	2
7807	A man is squatting in brush and taking a photograph. [SEP] There is no man squatting in brush and taking a photograph.	1
7808	A man is squatting in brush and taking a photo. [SEP] A man is crouching and holding a camera.	0
7810	A man is squatting in brush and taking a photograph. [SEP] A person is crouching and holding a camera.	0
7811	A man is squatting in brush and taking a photograph. [SEP] A woman is crouching and holding a camera.	2
7813	Some dogs are playing in a river. [SEP] Some dogs are playing in a stream.	0
7817	Some dogs are playing in a stream. [SEP] Two dogs are looking at something that is moving in the water.	2
7819	Two dogs are looking at something that is splashing in the water. [SEP] Some dogs are playing in a river.	2
7821	Two dogs are looking at something that is splashing in the water. [SEP] Some dogs are playing in a stream.	2
7822	A black dog is jumping from a cylindrical hay bale. [SEP] A black dog is leaping from a cylindrical hay bale.	0
7823	A white dog is leaping from a cylindrical hay bale. [SEP] A black dog is leaping from a cylindrical hay bale.	2
7834	A brown dog is jumping in the air. [SEP] There is no brown dog jumping in the air.	1
7836	There is no brown dog jumping in the air. [SEP] The brown dog is jumping in the air.	1
7838	A brown dog is jumping in the water. [SEP] A brown dog is jumping in the air.	2
7839	The brown dog is jumping in the air. [SEP] A brown dog is jumping in the air.	0
7841	A man on a horse is riding on a track and waving. [SEP] A man on a motorcycle is riding on a track and waving.	2
7844	A man on a motorcycle is riding on a track and waving. [SEP] The person on the motorcycle is holding up his arm.	2
7847	A man on a horse is riding on a track and waving. [SEP] The person on the motorcycle is holding up an arm.	2
7849	Two adults are standing on a scooter in a field of yellow flowers. [SEP] Two adults are standing on a scooter in a field of flowers.	0
7851	Two people wearing helmets are riding over the yellow and white flowers. [SEP] Two people wearing helmets are driving over the yellow and white flowers.	0
7859	A person is riding a dirt bike up a dirt hill. [SEP] A person is riding a dirt bike down a dirt hill.	2
7861	There is no person riding a bike along a muddy trail. [SEP] A person is riding a bike along a muddy trail.	1
7864	A man is riding a dirt bike down a dirt hill. [SEP] A person is riding a bike along a muddy trail.	2
7866	A person is riding a bike along a muddy trail. [SEP] A person is riding a dirt bike down a dirt hill.	2
7867	A man in blue is riding a horse on a dirt road. [SEP] A man in blue is riding a animal on a dirt road.	0
7868	A man in blue is riding a horse on a dirt road. [SEP] A woman in blue is riding a horse on a dirt road.	2
7869	A man in blue is riding a horse on a dirt road. [SEP] A man is riding a dirty horse on a blue road.	2
7872	A white horse is being ridden by a man in a blue cowboy hat. [SEP] A man in blue is riding a horse on a dirt road.	2
7875	A man in a blue cowboy hat is riding a white horse. [SEP] A woman in blue is riding a horse on a dirt road.	2
7876	A man in a blue cowboy hat is riding a white horse. [SEP] A man is riding a dirty horse on a blue road.	2
7878	Three people are driving ATVs. [SEP] ATVs are being driven by three people.	0
7881	Three people are driving four wheel ATVs in a street. [SEP] Three people are driving four wheel ATVs in a field.	2
7884	Three people are driving four wheel ATVs in a field. [SEP] ATVs are being driven by three people.	0
7887	Two white dogs and one brown dog are chasing a ball. [SEP] Two white dogs and one brown dog are chasing a toy.	0
7888	Two white dogs and one brown dog are not chasing a ball. [SEP] Two white dogs and one brown dog are chasing a ball.	1
7890	Two white cats are playing with a brown dog and a ball. [SEP] Two white dogs are playing with a brown dog and a ball.	2
7891	Two white dogs are playing with a brown dog and a tennis ball. [SEP] Two white dogs and one brown dog are chasing a ball.	2
7892	Two white cats are playing with a brown dog and a ball. [SEP] Two white dogs and one brown dog are chasing a ball.	2
7893	Two white dogs are playing with a brown dog and a ball. [SEP] Two white dogs and one brown dog are chasing a toy.	0
7896	A white race car is driving through a puddle. [SEP] A white racing vehicle is driving through a puddle.	0
7898	The white rally car is throwing mud into the air and is approaching a bend in the track. [SEP] A white rally car is throwing mud into the air and is approaching a bend in the track.	0
7899	A white rally car is throwing mud into the air and is approaching a bend in the track. [SEP] A black rally car is throwing mud into the air and is approaching a bend in the track.	2
7900	A white race car is driving through a puddle. [SEP] The white rally car is throwing mud into the air and is approaching a bend in the track.	2
7902	A white rally car is throwing mud into the air and is approaching a bend in the track. [SEP] A white racing vehicle is driving through a puddle.	0
7903	A white rally car is throwing mud into the air and is approaching a bend in the track. [SEP] There is no white race car driving through a puddle.	2
7906	A dog is jumping at a shiny blue soccer ball in a field of dry leaves. [SEP] There is no dog jumping at a shiny blue soccer ball in a field of dry leaves.	1
7909	A big black dog is wearing a red collar and is in the leaves with a blue ball. [SEP] A little black dog is wearing a red collar and is in the leaves with a blue ball.	2
7912	A little black dog is wearing a red collar and is in the leaves with a blue ball. [SEP] An animal is jumping at a shiny blue soccer ball in a field of dry leaves.	2
7917	A dog is not running towards a ball. [SEP] A dog is running towards a ball.	1
7921	A dog is running towards a ball. [SEP] There is no dog running through a field and chasing a ball.	2
7923	A dog is not running towards a ball. [SEP] A dog is running through a field and is chasing a ball.	1
7925	Four athletes are with a man in a crowded stadium. [SEP] Four athletes are with a person in a crowded stadium.	0
7926	Four athletes are with a man in a crowded stadium. [SEP] Four athletes are with a woman in a crowded stadium.	2
7927	A person in a pink jacket is running onto the field. [SEP] A person in pink is running onto the field.	0
7933	A person in a pink jacket is running onto the field. [SEP] Four athletes are with a man in a crowded stadium.	2
7934	A fur scarf is being held by an Asian woman. [SEP] An Asian woman is holding a fur scarf.	0
7935	An Asian woman is holding a fur scarf. [SEP] There is no Asian woman holding a fur scarf.	1
7936	A woman dressed in elegant clothing is inside a crowd of people and is looking down. [SEP] An elegant woman is inside a crowd of people and is looking down.	0
7939	An Asian woman is holding a fur scarf. [SEP] A woman dressed in elegant clothing is inside a crowd of people and is looking up.	2
7940	A woman dressed in elegant clothing is inside a crowd of people and is looking down. [SEP] A fur scarf is being held by an Asian woman.	2
7946	A boy in a white t-shirt is splashing in shallow water. [SEP] There is no boy in a white t-shirt splashing in shallow water.	1
7949	A boy in a white t-shirt is splashing in shallow water. [SEP] A boy is running through the sea at the beach.	2
7953	Two football players are scrambling for the ball on the court. [SEP] Two basketball players are scrambling for the ball on the court.	2
7954	A basketball player is on the court floor and another one is grabbing the ball. [SEP] A basketball player is on the court floor and the ball is being grabbed by another one.	0
7957	There is no basketball player on the court floor and no one is grabbing the ball. [SEP] Two basketball players are scrambling for the ball on the court.	1
7959	Two football players are scrambling for the ball on the court. [SEP] A basketball player is on the court floor and another one is grabbing the ball.	2
7963	The black llama is curiously looking at the white dogs. [SEP] The white dogs are looking curiously at the black llama.	2
7964	A black sheep is standing near three white dogs. [SEP] A black sheep is standing close to three white dogs.	0
7966	The white dogs are looking curiously at the black llama. [SEP] A black sheep is standing close to three white dogs.	2
7967	A black sheep is standing far from three white dogs. [SEP] The white dogs are looking curiously at the black llama.	2
7971	The white dogs are looking curiously at the black llama. [SEP] A black sheep is standing near three white dogs.	2
7972	Two poodles are in the snow and one is jumping high. [SEP] Two poodles are in the snow and one is jumping.	0
7973	Two poodles are in the snow and one is lying down. [SEP] Two poodles are in the snow and one is jumping high.	2
7976	A grey dog is jumping toward a black and white dog in the soft snow. [SEP] Two poodles are in the snow and one is jumping high.	2
7977	Two poodles are in the snow and one is jumping high. [SEP] A grey dog is jumping toward a black and white dog in the water.	2
7980	Two poodles are in the snow and one is jumping high. [SEP] A grey dog is jumping toward a black and white dog in the snow.	2
7981	The man surrounded by photographers is wearing a gray suit and glasses. [SEP] The man surrounded by men with a camera is wearing a gray suit and glasses.	0
7985	A photographer is being surrounded by men. [SEP] A man in a suit is being surrounded by photographers.	2
7986	A man in a elegant dress is being surrounded by photographers. [SEP] The man surrounded by photographers is wearing a gray suit and glasses.	2
7987	The man surrounded by photographers is wearing a gray suit and glasses. [SEP] A man in a suit is not being surrounded by photographers.	1
7989	The man surrounded by men with a camera is wearing a gray suit and glasses. [SEP] A man in a suit is being surrounded by photographers.	0
7990	The woman surrounded by photographers is wearing a gray suit and glasses. [SEP] A man in a suit is being surrounded by photographers.	2
7993	Children in swimming suits are not playing in the water. [SEP] Children in swimming suits are playing in the water.	1
7995	The kids are wearing bathing suits and water is splashing around. [SEP] The kids are not wearing suits and water is splashing around.	1
7996	Children in swimming suits are playing in the water. [SEP] The boys are wearing bathing suits and water is splashing around.	2
7998	Children in swimming suits are playing in the pool. [SEP] The kids are wearing bathing suits and water is splashing around.	2
7999	Children in swimming suits are not playing in the water. [SEP] The kids are wearing bathing suits and water is splashing around.	2
8002	People are dangling from straps and kicking at each other. [SEP] Nobody is dangling from straps and kicking at each other.	1
8005	A girl is hanging by gymnastic ropes. [SEP] People are dangling from straps and kicking at each other.	2
8006	A blonde man is hanging by gymnastic ropes. [SEP] People are dangling from straps and kicking at each other.	2
8010	A man dressed in black and white is holding up the tennis racket and is waiting for the ball. [SEP] A player dressed in black and white is holding up the tennis racket and is waiting for the ball.	0
8012	A tennis player in mid game is holding a racquet. [SEP] A racquet is being held by a tennis player in mid game.	0
8014	A man dressed in black and white is holding up the tennis racket and is waiting for the ball. [SEP] A racquet is being held by a tennis player in mid game.	2
8018	A man dressed in black and white is holding up the tennis racket and is waiting for the ball. [SEP] A tennis player in mid game is holding a racquet.	2
8021	A brown and white dog is playing on the grass. [SEP] A brown and white dog is playing on the lawn.	0
8024	A dog is playing on the green grass. [SEP] A brown and white cat is playing on the grass.	2
8025	A brown and white dog is playing on the grass. [SEP] A dog is playing in the green field.	2
8028	A tan skinned kid is looking at the camera. [SEP] A tan skinned child is looking at the camera.	0
8029	There is no tan skinned child looking at the camera. [SEP] A tan skinned child is looking at the camera.	1
8031	A little boy with a bib is not watching the camera. [SEP] A little boy with a bib is watching the camera.	1
8032	A young boy with a bib is watching the camera. [SEP] A tan skinned child is looking at the camera.	2
8037	A young boy in the blue shirt is jumping into the water. [SEP] The young boy in the blue shirt is jumping into the water.	0
8038	The young boy in the blue shirt is not jumping into the water. [SEP] The young boy in the blue shirt is jumping into the water.	1
8039	A young boy is diving into a still lake. [SEP] A young boy is jumping into a still lake.	0
8040	A young girl is jumping into a still lake. [SEP] A young boy is jumping into a still lake.	2
